crop_type,season,temperature,humidity,rainfall,soil_moisture,soil_ph,light_intensity,disease_label
Potato,summer,28.91,66.98,0.0,24.32,5.71,0,Verticillium Wilt
Potato,summer,34.08,68.08,0.0,30.64,6.0,3410,Verticillium Wilt
Tomato,summer,39.73,72.95,0.0,17.04,6.34,37205,Fusarium Wilt
Potato,summer,35.5,81.63,9.26,57.61,5.5,30900,Early Blight
Potato,summer,34.06,62.26,0.0,16.11,6.0,5298,Verticillium Wilt
Potato,summer,34.18,82.86,0.88,22.03,5.5,67,Early Blight
Tomato,summer,29.99,74.47,0.0,27.84,6.15,24,Fusarium Wilt
Tomato,summer,28.92,67.94,0.0,27.19,6.39,25464,Fusarium Wilt
Tomato,summer,36.76,63.24,0.0,46.33,6.83,42005,Anthracnose
Potato,summer,29.87,71.65,0.99,32.99,5.79,41688,Verticillium Wilt
Tomato,summer,31.5,79.35,5.06,32.34,6.94,0,Fusarium Wilt
Potato,summer,36.08,76.18,0.0,40.97,5.65,77,Early Blight
Tomato,summer,36.18,66.1,0.0,34.84,6.03,90,Fusarium Wilt
Tomato,summer,36.03,63.38,0.0,33.28,6.5,48588,Anthracnose
Tomato,summer,31.73,69.83,0.0,33.7,5.95,13616,Anthracnose
Tomato,summer,38.63,69.79,0.0,18.81,6.13,87,Fusarium Wilt
Tomato,summer,33.34,75.02,0.0,27.54,6.02,55,Fusarium Wilt
Potato,summer,31.35,69.85,0.0,31.85,6.53,67,Common Scab
Potato,summer,35.05,78.44,0.0,27.88,5.67,86,Early Blight
Tomato,summer,31.69,71.47,0.0,30.86,6.8,13728,Fusarium Wilt
Potato,summer,32.17,78.98,0.0,34.04,5.97,42542,Early Blight
Tomato,summer,35.73,78.41,0.0,37.77,6.48,26,Fusarium Wilt
Tomato,summer,37.01,74.95,0.0,36.54,6.19,49,Fusarium Wilt
Tomato,summer,29.59,80.12,0.0,26.73,6.58,0,Fusarium Wilt
Tomato,summer,26.93,78.14,0.0,33.49,7.15,22938,Anthracnose
Potato,summer,35.41,68.34,0.0,23.62,5.65,7992,Verticillium Wilt
Potato,summer,35.07,68.48,0.0,29.65,5.65,0,Verticillium Wilt
Tomato,summer,39.65,56.15,0.0,27.1,6.38,32754,Fusarium Wilt
Tomato,summer,28.68,64.4,0.0,28.52,6.79,0,Fusarium Wilt
Potato,summer,36.43,78.65,0.0,34.5,5.8,16,Early Blight
Potato,summer,32.42,75.64,0.0,25.89,5.5,16993,Verticillium Wilt
Potato,summer,29.46,68.84,0.0,34.4,6.44,33316,Common Scab
Tomato,summer,32.91,64.31,0.0,31.35,6.25,18006,Fusarium Wilt
Tomato,summer,33.04,58.3,3.96,28.0,6.17,80,Fusarium Wilt
Tomato,summer,32.96,68.06,0.0,15.87,6.9,52,Fusarium Wilt
Potato,summer,33.4,66.42,0.08,27.3,5.83,70,Verticillium Wilt
Tomato,summer,36.07,72.22,0.0,26.1,6.04,40630,Anthracnose
Tomato,summer,32.61,81.23,0.0,31.47,6.04,3678,Fusarium Wilt
Tomato,summer,35.87,75.63,0.0,24.57,6.58,47,Fusarium Wilt
Potato,summer,33.44,73.47,2.64,29.74,5.52,98,Early Blight
Tomato,summer,37.64,62.79,0.0,31.28,6.38,38269,Anthracnose
Potato,summer,35.36,81.22,0.0,21.2,5.5,44022,Early Blight
Potato,summer,37.24,70.32,0.0,41.75,5.8,9485,Common Scab
Tomato,summer,32.85,65.1,0.0,31.17,6.61,4475,Fusarium Wilt
Potato,summer,33.53,69.07,0.0,25.2,5.5,74,Verticillium Wilt
Potato,summer,35.76,77.57,4.98,42.43,5.5,8,Early Blight
Tomato,summer,32.1,59.28,0.0,32.94,6.15,30,Fusarium Wilt
Potato,summer,33.24,64.91,0.0,32.3,5.62,43,Verticillium Wilt
Potato,summer,32.29,76.22,1.74,28.22,6.17,84,Early Blight
Potato,summer,35.32,63.06,0.0,25.69,5.5,33302,Verticillium Wilt
Potato,summer,34.36,65.53,0.0,28.5,5.5,35702,Verticillium Wilt
Potato,summer,32.41,59.84,0.0,28.11,5.5,38107,Verticillium Wilt
Tomato,summer,29.03,73.55,3.21,34.12,6.31,93,Fusarium Wilt
Tomato,summer,32.47,69.76,0.0,30.4,6.87,64,Fusarium Wilt
Tomato,summer,31.93,68.23,0.0,24.99,5.78,66,Fusarium Wilt
Potato,summer,35.49,76.59,0.0,20.82,5.75,4872,Verticillium Wilt
Potato,summer,36.4,66.1,0.0,29.82,5.5,5171,Verticillium Wilt
Tomato,summer,33.93,67.31,0.0,32.97,5.5,29,Fusarium Wilt
Tomato,summer,36.84,68.64,0.0,50.75,6.06,39113,Anthracnose
Tomato,summer,32.51,73.75,0.0,29.11,6.68,7744,Fusarium Wilt
Potato,summer,35.14,69.89,0.0,51.79,5.5,97,Common Scab
Tomato,summer,31.99,65.62,0.0,32.92,6.63,13,Fusarium Wilt
Tomato,summer,35.28,56.18,8.38,28.24,6.73,6864,Fusarium Wilt
Tomato,summer,31.87,72.33,0.0,31.52,6.61,15911,Fusarium Wilt
Potato,summer,30.97,60.18,0.0,30.01,5.54,33328,Verticillium Wilt
Tomato,summer,32.49,67.4,0.0,19.4,6.15,23633,Fusarium Wilt
Potato,summer,36.09,81.73,0.0,29.9,5.71,12,Early Blight
Potato,summer,32.38,68.12,0.0,22.68,5.98,27364,Verticillium Wilt
Tomato,summer,35.35,57.79,0.0,37.92,5.5,99,Fusarium Wilt
Tomato,summer,34.96,60.43,0.0,29.38,6.43,88,Fusarium Wilt
Tomato,summer,31.63,69.59,0.0,23.72,5.96,11064,Fusarium Wilt
Tomato,summer,34.42,75.07,0.0,22.38,5.95,37741,Anthracnose
Potato,summer,32.18,75.47,0.0,29.18,6.23,24642,Early Blight
Tomato,summer,31.84,57.79,0.0,26.43,6.51,99,Fusarium Wilt
Potato,summer,35.12,55.47,3.0,32.99,5.68,87,Verticillium Wilt
Tomato,summer,34.77,68.61,0.0,34.85,6.14,83,Fusarium Wilt
Potato,summer,32.89,82.31,0.0,28.37,5.88,49,Early Blight
Tomato,summer,32.24,65.38,0.0,29.82,6.09,13632,Fusarium Wilt
Potato,summer,30.44,57.34,0.0,23.56,5.78,29228,Verticillium Wilt
Potato,summer,29.47,75.08,0.0,24.21,6.06,23556,Verticillium Wilt
Potato,summer,37.05,75.21,0.0,17.68,5.55,34765,Verticillium Wilt
Tomato,summer,32.19,72.64,0.0,31.83,5.71,25,Fusarium Wilt
Potato,summer,32.15,64.55,7.1,30.98,5.82,0,Verticillium Wilt
Tomato,summer,30.88,67.66,0.0,33.1,6.3,29,Fusarium Wilt
Tomato,summer,35.79,73.52,0.0,40.87,6.38,54,Anthracnose
Tomato,summer,30.67,71.16,0.0,34.54,6.56,13929,Fusarium Wilt
Tomato,summer,31.55,69.8,0.0,30.48,6.61,40363,Anthracnose
Tomato,summer,35.55,65.37,0.0,40.3,5.93,21228,Anthracnose
Potato,summer,30.59,76.53,0.0,32.93,5.87,89,Early Blight
Potato,summer,36.5,69.93,0.0,31.71,6.51,0,Common Scab
Potato,summer,37.07,76.74,0.0,24.2,6.19,10096,Early Blight
Tomato,summer,33.29,78.23,0.0,34.66,6.72,47223,Anthracnose
Tomato,summer,32.53,63.23,0.0,29.06,6.19,31408,Anthracnose
Potato,summer,32.04,77.02,0.0,34.88,5.51,13586,Early Blight
Potato,summer,34.3,62.94,0.0,28.86,5.97,0,Verticillium Wilt
Tomato,summer,33.37,72.16,13.23,33.23,6.79,2,Anthracnose
Potato,summer,30.93,61.25,0.0,32.86,5.73,20,Verticillium Wilt
Potato,summer,31.51,71.29,0.0,33.69,6.1,67,Verticillium Wilt
Tomato,summer,32.52,69.35,0.0,33.15,5.95,97,Fusarium Wilt
Potato,summer,29.46,64.67,0.0,31.43,6.01,12,Verticillium Wilt
Potato,summer,35.85,69.01,0.0,36.19,5.5,96,Verticillium Wilt
Tomato,summer,35.41,66.77,0.0,34.96,7.09,85,Fusarium Wilt
Potato,summer,32.64,70.39,14.5,29.87,6.28,95,Early Blight
Potato,summer,31.46,77.03,0.0,23.13,5.5,29739,Verticillium Wilt
Potato,summer,33.47,67.37,0.0,33.65,5.63,42082,Verticillium Wilt
Tomato,summer,34.82,73.79,0.0,31.68,7.12,9743,Fusarium Wilt
Tomato,summer,34.76,76.97,0.0,29.51,6.89,20837,Fusarium Wilt
Tomato,summer,27.88,71.63,12.99,33.73,6.36,0,Anthracnose
Tomato,summer,33.55,74.3,0.0,29.4,5.96,61,Fusarium Wilt
Tomato,summer,35.42,66.66,1.87,35.08,6.32,28,Fusarium Wilt
Potato,summer,32.74,74.08,0.0,10.0,6.23,94,Verticillium Wilt
Potato,summer,36.84,80.73,0.0,17.03,5.85,17942,Early Blight
Potato,summer,33.85,62.41,0.0,33.89,5.82,0,Verticillium Wilt
Potato,summer,35.04,76.31,0.0,39.77,6.44,60,Early Blight
Potato,summer,35.06,63.43,0.0,45.63,5.94,0,Common Scab
Potato,summer,36.03,81.47,0.0,21.08,6.22,14792,Early Blight
Potato,summer,35.53,77.79,0.0,26.22,6.02,37,Early Blight
Potato,summer,34.76,69.44,0.0,16.17,6.64,83,Common Scab
Tomato,summer,34.72,66.22,0.0,31.94,6.54,37174,Anthracnose
Tomato,summer,33.07,68.94,0.0,20.78,6.27,12799,Fusarium Wilt
Potato,summer,32.82,62.16,0.0,27.48,5.97,12439,Verticillium Wilt
Tomato,summer,33.92,74.4,0.0,34.98,6.87,60,Fusarium Wilt
Tomato,summer,33.26,66.66,0.0,21.68,6.34,33,Fusarium Wilt
Potato,summer,31.4,70.62,0.0,13.7,5.5,13,Verticillium Wilt
Tomato,summer,31.92,74.5,0.53,34.21,6.11,19328,Anthracnose
Tomato,summer,33.69,67.08,0.0,24.56,6.94,14630,Fusarium Wilt
Potato,summer,30.71,66.46,0.0,26.85,5.79,3,Verticillium Wilt
Potato,summer,32.75,69.08,0.0,27.4,6.08,27,Verticillium Wilt
Potato,summer,35.12,81.08,0.0,39.98,5.85,57,Early Blight
Potato,summer,34.97,65.73,0.0,18.2,6.47,44195,Common Scab
Potato,summer,35.84,77.8,16.98,44.79,5.83,36688,Early Blight
Potato,summer,29.33,68.13,0.0,34.98,5.85,14684,Verticillium Wilt
Potato,summer,33.11,68.49,0.0,23.46,5.5,0,Verticillium Wilt
Potato,summer,34.75,80.55,0.0,28.53,5.73,62,Early Blight
Tomato,summer,35.27,73.94,1.95,54.24,6.08,100,Anthracnose
Tomato,summer,36.44,64.04,0.0,24.34,6.71,38742,Fusarium Wilt
Potato,summer,35.0,66.77,10.84,31.1,6.21,49,Early Blight
Potato,summer,33.97,64.39,0.0,20.05,5.5,40,Verticillium Wilt
Potato,summer,35.99,69.21,0.0,33.19,5.5,3531,Verticillium Wilt
Potato,summer,35.6,80.35,0.0,37.36,5.5,34144,Early Blight
Potato,summer,35.12,79.17,0.0,40.3,5.78,24070,Early Blight
Tomato,summer,33.68,73.42,0.0,30.47,6.47,20283,Fusarium Wilt
Tomato,summer,32.41,64.44,0.0,30.35,7.21,32,Fusarium Wilt
Tomato,summer,33.53,66.98,0.0,32.5,7.37,22191,Fusarium Wilt
Potato,summer,35.28,73.32,0.0,31.42,5.5,33166,Verticillium Wilt
Potato,summer,31.37,72.37,0.0,33.36,5.67,31939,Verticillium Wilt
Potato,summer,30.53,67.43,0.0,33.95,5.5,41,Verticillium Wilt
Tomato,summer,33.06,65.3,0.93,31.57,6.29,0,Fusarium Wilt
Potato,summer,30.76,69.63,0.0,21.38,5.95,16854,Verticillium Wilt
Tomato,summer,36.17,66.54,0.0,33.58,6.17,18755,Anthracnose
Tomato,summer,32.42,81.27,0.0,31.43,6.74,34727,Anthracnose
Potato,summer,36.43,74.94,1.58,31.35,5.81,14490,Early Blight
Potato,summer,33.15,70.94,0.0,31.85,6.66,42,Common Scab
Potato,summer,35.31,67.44,0.0,51.52,5.62,21,Common Scab
Potato,summer,32.73,72.26,0.0,34.58,5.5,15,Verticillium Wilt
Tomato,summer,31.15,73.2,3.05,18.93,6.35,0,Fusarium Wilt
Tomato,summer,37.56,75.42,0.0,42.33,6.11,8711,Anthracnose
Tomato,summer,31.46,81.48,7.16,32.45,6.82,28553,Anthracnose
Tomato,summer,33.78,71.45,0.0,13.42,6.82,40489,Fusarium Wilt
Tomato,summer,31.31,76.61,0.0,33.0,6.26,25634,Anthracnose
Tomato,summer,36.61,71.05,0.0,20.08,6.56,85,Fusarium Wilt
Tomato,summer,36.42,81.52,0.0,26.4,7.18,53,Fusarium Wilt
Tomato,summer,30.96,74.11,0.0,30.39,6.51,40,Fusarium Wilt
Potato,summer,33.81,61.39,0.0,33.87,5.5,7760,Verticillium Wilt
Potato,summer,29.83,70.76,0.0,21.0,6.1,31514,Verticillium Wilt
Tomato,summer,34.29,73.45,0.0,34.59,6.97,9334,Fusarium Wilt
Tomato,summer,35.67,74.27,0.0,27.68,7.33,7848,Fusarium Wilt
Potato,summer,32.5,68.0,0.0,27.52,5.53,75,Verticillium Wilt
Potato,summer,35.48,59.67,0.0,44.39,5.55,44,Common Scab
Potato,summer,32.67,57.62,0.0,28.83,5.5,15333,Verticillium Wilt
Potato,summer,32.74,74.1,0.0,26.46,5.93,60,Verticillium Wilt
Tomato,summer,34.53,60.39,0.0,28.5,6.11,35423,Anthracnose
Potato,summer,37.68,69.74,0.0,32.89,5.77,40282,Common Scab
Potato,summer,29.13,72.01,0.92,29.97,6.22,16684,Verticillium Wilt
Potato,summer,34.16,85.21,0.0,30.03,6.17,0,Early Blight
Tomato,summer,30.08,71.06,0.0,32.07,5.79,26765,Anthracnose
Potato,summer,28.85,65.31,0.0,32.62,5.98,36526,Verticillium Wilt
Tomato,summer,31.8,69.53,13.44,26.51,6.64,53,Fusarium Wilt
Potato,summer,28.8,67.91,4.16,31.89,6.01,72,Verticillium Wilt
Tomato,summer,29.63,64.29,5.78,23.71,7.06,6,Fusarium Wilt
Potato,summer,35.33,79.06,0.0,46.15,6.5,41588,Common Scab
Potato,summer,35.88,63.82,0.0,31.85,5.66,38371,Common Scab
Tomato,summer,34.02,68.53,0.0,23.06,6.26,15063,Fusarium Wilt
Tomato,summer,32.53,72.7,0.0,13.09,5.9,54,Fusarium Wilt
Potato,summer,37.29,78.23,0.0,29.46,5.5,0,Early Blight
Tomato,summer,35.56,72.72,0.0,35.5,6.19,84,Fusarium Wilt
Tomato,summer,36.51,73.81,0.0,35.77,6.95,40,Fusarium Wilt
Tomato,summer,35.85,66.07,0.0,31.87,7.12,15763,Fusarium Wilt
Tomato,summer,30.46,74.36,0.0,27.69,6.1,35647,Anthracnose
Potato,summer,29.5,72.91,0.0,33.08,6.17,37893,Common Scab
Potato,summer,35.05,66.04,0.0,30.64,5.5,37873,Verticillium Wilt
Potato,summer,38.52,69.09,0.0,22.57,6.37,11681,Common Scab
Tomato,summer,36.22,69.51,11.81,38.47,6.49,29,Anthracnose
Potato,summer,31.45,78.54,0.0,27.91,5.72,11722,Early Blight
Potato,summer,31.31,59.43,0.0,34.26,5.87,37351,Common Scab
Tomato,summer,32.41,82.0,0.0,13.45,5.53,44662,Anthracnose
Potato,summer,34.32,81.63,0.0,23.34,6.01,25497,Early Blight
Potato,summer,34.19,68.25,0.0,30.86,5.92,34490,Common Scab
Potato,summer,36.18,67.97,2.79,29.56,5.75,82,Verticillium Wilt
Potato,summer,35.77,83.68,0.0,38.04,6.13,91,Early Blight
Potato,summer,29.13,73.5,0.0,31.84,6.34,72,Early Blight
Potato,summer,31.93,71.19,0.0,32.17,5.56,30,Verticillium Wilt
Potato,summer,35.73,63.2,0.0,46.29,6.02,43,Common Scab
Tomato,summer,37.1,73.44,0.0,14.51,6.24,34,Fusarium Wilt
Potato,summer,31.42,63.55,1.14,27.13,5.71,10758,Verticillium Wilt
Potato,summer,33.17,67.62,0.0,29.64,6.15,65,Verticillium Wilt
Potato,summer,35.31,63.77,16.54,44.68,6.09,14477,Early Blight
Potato,summer,29.19,72.85,0.0,32.46,5.85,2682,Verticillium Wilt
Tomato,summer,31.66,67.49,0.0,28.11,6.63,7,Fusarium Wilt
Potato,summer,29.13,66.29,0.0,32.88,6.04,42,Verticillium Wilt
Potato,summer,34.84,62.37,0.0,23.79,5.5,25,Verticillium Wilt
Tomato,summer,32.82,68.11,13.86,32.5,6.82,4,Anthracnose
Tomato,summer,35.85,80.9,0.0,26.51,6.93,39514,Anthracnose
Tomato,summer,37.17,83.64,0.0,26.26,6.44,33384,Anthracnose
Tomato,summer,38.5,76.41,1.94,28.7,6.21,99,Fusarium Wilt
Tomato,summer,35.19,75.16,0.0,20.36,6.13,30,Fusarium Wilt
Potato,summer,33.18,68.1,0.0,33.27,6.31,74,Common Scab
Potato,summer,35.42,62.58,0.0,23.43,6.05,33069,Common Scab
Potato,summer,35.1,74.8,0.0,27.09,5.87,8122,Early Blight
Tomato,summer,31.25,69.16,2.84,24.65,6.52,84,Fusarium Wilt
Tomato,summer,37.48,58.82,0.0,53.29,7.04,0,Anthracnose
Potato,summer,31.3,75.73,0.0,26.03,5.86,34264,Verticillium Wilt
Potato,summer,34.6,70.87,0.0,21.13,5.5,25137,Verticillium Wilt
Tomato,summer,33.22,64.54,0.0,21.44,6.04,0,Fusarium Wilt
Tomato,summer,31.09,78.19,0.0,27.03,6.44,3744,Fusarium Wilt
Potato,summer,34.74,62.05,0.0,25.63,5.5,0,Verticillium Wilt
Potato,summer,32.07,71.51,0.0,34.52,5.74,0,Verticillium Wilt
Tomato,summer,34.63,64.9,1.57,30.21,6.58,30938,Anthracnose
Potato,summer,28.05,84.52,0.32,32.08,6.28,18259,Early Blight
Tomato,summer,33.33,53.33,0.0,20.63,6.19,19,Fusarium Wilt
Potato,summer,31.49,57.17,11.25,24.46,5.98,7,Verticillium Wilt
Potato,summer,34.16,66.7,0.0,22.39,5.56,28684,Verticillium Wilt
Potato,summer,38.57,66.09,0.0,40.06,5.53,0,Common Scab
Potato,summer,34.15,69.54,0.0,28.75,6.01,41,Verticillium Wilt
Potato,summer,34.65,59.43,0.0,10.63,6.08,85,Verticillium Wilt
Tomato,summer,31.69,68.84,0.0,30.24,6.16,17243,Fusarium Wilt
Tomato,summer,38.06,64.98,6.63,48.74,7.05,35601,Anthracnose
Tomato,summer,36.43,78.12,0.0,26.39,6.85,28305,Fusarium Wilt
Potato,summer,35.06,79.7,0.0,51.96,6.02,43432,Early Blight
Potato,summer,34.71,70.2,0.0,31.19,5.93,60,Verticillium Wilt
Tomato,summer,39.38,67.13,0.0,18.9,6.42,37321,Fusarium Wilt
Tomato,summer,29.4,75.85,0.0,31.73,6.53,36442,Anthracnose
Potato,summer,34.38,69.71,7.21,34.52,6.26,23710,Common Scab
Tomato,summer,32.93,65.33,0.64,34.13,6.29,77,Fusarium Wilt
Tomato,summer,33.12,81.11,0.0,34.16,6.44,66,Fusarium Wilt
Tomato,summer,33.8,67.59,0.0,24.75,6.52,74,Fusarium Wilt
Tomato,summer,35.01,71.4,0.0,34.61,6.71,100,Fusarium Wilt
Tomato,summer,32.94,80.4,0.0,32.47,6.34,73,Fusarium Wilt
Potato,summer,35.27,72.76,0.0,34.04,5.65,66,Early Blight
Potato,summer,34.31,69.67,0.0,10.0,6.06,81,Verticillium Wilt
Potato,summer,35.18,80.75,0.0,29.31,5.5,32365,Early Blight
Potato,summer,32.5,56.55,0.0,21.58,6.05,27941,Verticillium Wilt
Tomato,summer,27.32,69.01,3.66,32.56,6.56,29552,Anthracnose
Tomato,summer,32.61,69.15,1.23,29.84,6.48,23,Fusarium Wilt
Tomato,summer,32.8,61.63,0.0,23.23,6.86,32,Fusarium Wilt
Tomato,summer,38.94,74.1,0.0,24.98,5.94,76,Fusarium Wilt
Tomato,summer,32.86,73.81,0.0,27.73,6.43,92,Fusarium Wilt
Tomato,summer,33.32,67.98,0.0,34.15,7.06,11917,Fusarium Wilt
Potato,summer,30.96,70.93,5.04,27.9,6.52,33417,Common Scab
Tomato,summer,30.58,79.47,0.19,22.09,6.98,0,Fusarium Wilt
Potato,summer,30.2,68.82,0.0,34.26,6.3,38,Common Scab
Tomato,summer,34.37,66.93,0.0,22.55,6.85,87,Fusarium Wilt
Potato,summer,29.07,70.94,0.0,32.61,5.57,0,Verticillium Wilt
Potato,summer,35.7,70.85,0.0,37.22,5.78,3,Common Scab
Potato,summer,35.22,66.13,1.5,52.28,5.73,1,Common Scab
Tomato,summer,31.06,75.84,0.0,26.85,6.82,55,Fusarium Wilt
Potato,summer,36.39,70.97,0.0,39.21,5.6,16968,Common Scab
Potato,summer,35.18,67.96,0.0,39.57,5.73,43017,Common Scab
Potato,summer,32.73,59.71,0.0,20.86,6.19,33320,Verticillium Wilt
Potato,summer,32.52,72.47,0.0,34.4,6.17,11707,Common Scab
Tomato,summer,31.41,62.81,0.0,30.82,7.15,27,Fusarium Wilt
Potato,summer,37.03,50.8,0.0,24.4,5.5,31,Verticillium Wilt
Tomato,summer,37.14,79.01,0.0,31.1,6.61,39,Fusarium Wilt
Tomato,summer,36.07,73.13,0.0,25.02,6.44,35,Fusarium Wilt
Tomato,summer,29.41,70.86,0.0,33.83,6.79,44,Fusarium Wilt
Tomato,summer,33.5,64.44,0.0,24.65,6.58,75,Fusarium Wilt
Tomato,summer,33.84,74.57,0.0,26.94,6.29,75,Fusarium Wilt
Tomato,summer,30.08,74.36,0.0,32.0,6.22,64,Fusarium Wilt
Potato,summer,32.87,67.75,0.0,33.16,6.07,48,Common Scab
Potato,summer,34.95,77.17,0.0,32.91,6.58,22,Early Blight
Potato,summer,31.54,73.92,0.0,22.58,5.78,15798,Verticillium Wilt
Tomato,summer,33.4,66.69,0.0,24.71,6.93,13276,Fusarium Wilt
Tomato,summer,31.71,74.18,0.0,28.93,6.31,77,Fusarium Wilt
Potato,summer,38.36,73.84,0.0,18.81,6.09,20936,Common Scab
Potato,summer,41.18,71.13,24.3,51.49,5.5,12894,Early Blight
Potato,summer,36.16,79.62,0.0,31.99,5.77,30287,Early Blight
Tomato,summer,35.57,68.64,7.23,28.46,6.18,20,Fusarium Wilt
Tomato,summer,32.87,68.06,0.0,19.81,5.83,5499,Fusarium Wilt
Tomato,summer,33.55,64.3,0.0,30.49,6.09,16800,Fusarium Wilt
Tomato,summer,30.91,69.9,0.0,24.8,6.79,19066,Fusarium Wilt
Tomato,summer,36.2,64.83,0.0,27.66,6.38,11,Fusarium Wilt
Tomato,summer,33.71,78.64,0.0,34.47,6.76,69,Fusarium Wilt
Tomato,summer,39.07,80.55,3.2,30.57,6.38,8561,Fusarium Wilt
Potato,summer,35.52,80.96,6.15,49.96,5.91,33213,Early Blight
Potato,summer,35.92,67.82,0.0,25.42,6.09,36768,Common Scab
Potato,summer,35.96,67.48,0.0,24.2,5.93,27069,Verticillium Wilt
Tomato,summer,38.55,70.71,6.26,28.76,5.96,54,Fusarium Wilt
Tomato,summer,35.46,62.03,1.93,27.02,6.32,41,Fusarium Wilt
Tomato,summer,26.62,65.51,0.0,20.25,6.34,24,Fusarium Wilt
Potato,summer,32.47,74.48,12.34,29.02,6.01,0,Early Blight
Potato,summer,33.89,71.09,0.0,34.14,6.27,32927,Common Scab
Potato,summer,35.25,74.22,0.0,15.6,5.5,45651,Verticillium Wilt
Potato,summer,31.13,65.73,0.0,29.39,5.85,3633,Verticillium Wilt
Tomato,summer,33.71,71.43,11.63,26.47,6.86,37,Fusarium Wilt
Potato,summer,35.01,75.58,23.22,46.67,5.64,77,Early Blight
Tomato,summer,35.23,79.69,3.56,53.37,5.82,13,Anthracnose
Potato,summer,32.61,76.95,0.0,29.2,5.58,70,Early Blight
Potato,summer,36.09,68.4,0.0,16.27,5.63,27436,Verticillium Wilt
Tomato,summer,34.14,63.1,8.47,15.99,6.18,29085,Fusarium Wilt
Tomato,summer,35.1,70.59,0.0,40.85,6.8,46,Fusarium Wilt
Potato,summer,31.41,75.82,0.0,30.99,6.27,56,Early Blight
Tomato,summer,31.43,67.51,0.0,27.42,6.82,34,Fusarium Wilt
Tomato,summer,35.2,73.47,0.0,30.36,7.18,46,Fusarium Wilt
Tomato,summer,29.45,65.33,0.0,27.35,6.83,75,Fusarium Wilt
Potato,summer,29.77,63.37,0.0,33.59,5.5,27316,Verticillium Wilt
Tomato,summer,32.58,69.38,4.13,33.17,6.32,10103,Anthracnose
Potato,summer,35.21,64.22,0.96,43.61,5.5,34812,Common Scab
Tomato,summer,33.75,60.17,1.93,33.72,6.24,32482,Anthracnose
Tomato,summer,35.74,76.16,0.0,17.97,6.61,19887,Fusarium Wilt
Potato,summer,30.22,73.2,0.0,25.98,5.5,47,Verticillium Wilt
Potato,summer,27.77,70.23,0.0,29.93,5.5,55,Verticillium Wilt
Tomato,summer,30.34,71.99,0.0,15.24,6.88,20,Fusarium Wilt
Potato,summer,30.25,66.94,0.0,31.52,5.5,10579,Verticillium Wilt
Potato,summer,34.84,81.74,0.0,21.97,5.83,99,Early Blight
Potato,summer,36.41,63.0,0.0,32.45,5.5,25589,Verticillium Wilt
Potato,summer,26.36,69.56,0.0,31.13,5.79,41030,Verticillium Wilt
Potato,summer,35.09,71.02,9.28,46.1,5.65,97,Early Blight
Potato,summer,33.15,62.37,0.0,30.8,6.31,17164,Common Scab
Tomato,summer,36.38,60.78,0.0,20.42,6.83,21283,Fusarium Wilt
Tomato,summer,35.12,67.0,0.0,20.11,6.45,84,Fusarium Wilt
Potato,summer,32.19,70.66,0.0,29.24,5.53,49,Verticillium Wilt
Tomato,summer,37.14,62.59,0.0,18.85,6.31,33,Fusarium Wilt
Potato,summer,30.87,62.48,0.0,30.47,6.47,80,Common Scab
Potato,summer,36.23,63.34,0.0,53.54,5.54,42,Common Scab
Potato,summer,32.55,66.94,0.0,29.01,6.31,42,Common Scab
Tomato,summer,34.17,72.29,0.0,22.64,6.33,0,Fusarium Wilt
Tomato,summer,30.09,79.14,0.0,25.88,6.98,31376,Fusarium Wilt
Potato,summer,31.84,71.3,0.0,30.93,5.5,33609,Verticillium Wilt
Potato,summer,36.0,74.39,0.0,23.51,5.5,40744,Verticillium Wilt
Potato,summer,31.91,66.24,0.0,25.5,5.5,19976,Verticillium Wilt
Tomato,summer,30.5,86.77,0.0,27.04,6.95,64,Fusarium Wilt
Tomato,summer,35.12,80.32,0.0,39.16,6.13,0,Anthracnose
Potato,summer,35.68,61.72,0.0,29.29,5.84,10444,Verticillium Wilt
Potato,summer,36.39,65.73,0.0,19.33,5.5,21751,Verticillium Wilt
Potato,summer,28.19,72.53,0.0,32.72,5.5,28083,Verticillium Wilt
Tomato,summer,33.19,66.95,0.0,29.18,6.74,33569,Anthracnose
Tomato,summer,28.43,69.12,1.88,25.78,6.35,22986,Fusarium Wilt
Tomato,summer,32.68,65.66,0.0,31.22,6.39,25339,Anthracnose
Potato,summer,37.78,82.03,0.0,28.53,5.94,0,Early Blight
Tomato,summer,32.67,65.46,0.0,34.23,6.8,31338,Anthracnose
Tomato,summer,32.7,68.5,0.0,25.27,6.78,2121,Fusarium Wilt
Tomato,summer,32.09,66.25,0.0,23.32,6.98,80,Fusarium Wilt
Tomato,summer,36.19,64.83,5.14,44.49,6.07,14862,Anthracnose
Potato,summer,30.41,67.98,0.0,25.74,5.55,50000,Verticillium Wilt
Potato,summer,33.26,68.13,0.0,33.11,5.63,29321,Verticillium Wilt
Potato,summer,31.34,68.12,0.0,14.38,5.84,43,Verticillium Wilt
Potato,summer,42.0,58.61,30.28,40.78,6.03,56,Early Blight
Potato,summer,38.66,66.74,0.0,33.49,5.78,12684,Common Scab
Tomato,summer,31.74,73.32,0.0,34.96,6.4,35697,Anthracnose
Potato,summer,36.08,70.44,11.65,61.89,5.65,30765,Early Blight
Potato,summer,31.63,69.01,0.0,32.67,6.33,18587,Common Scab
